863,பத்து செகண்ட் முத்தம்,சுஜாதா,விசா பப்ளிகேசன்,2007
864,பாதி ராஜ்யம்,சுஜாதா,விசா பப்ளிகேசன்,2008
865,பிரியா,சுஜாதா,விசா பப்ளிகேசன்,2001
866,பிரிவோம் சந்திப்போம் - 1,சுஜாதா,விசா பப்ளிகேசன்,2000
867,பிரிவோம் சந்திப்போம் - 2,சுஜாதா,விசா பப்ளிகேசன்,2000
868,பூக்குட்டி ,சுஜாதா,விசா பப்ளிகேசன்,2007
869,பேசும் பொம்மைகள்,சுஜாதா ,உயிர்மை பதிப்பகம்,2004
870,மர்மக் கதைகள்,சுஜாதா ,உயிர்மை பதிப்பகம்,2005
871,மழைமாளிகை,சுஜாதா,,
872,மறுபடியும் கணேஷ் ,சுஜாதா,விசா பப்ளிகேசன்,2000
873,மாயா,சுஜாதா,விசா பப்ளிகேசன்,2010
874,மாயா,சுஜாதா,விசா பப்ளிகேசன்,2004
875,மாயா ,சுஜாதா,விசா பப்ளிகேசன்,2001
876,மிஸ் தமிழ்த் தாயே நமஸ்காரம் ,சுஜாதா ,விசா பப்ளிகேசன்,1994
877,மீண்டும் ஜீனோ,சுஜாதா,விசா பப்ளிகேசன்,2009
878,மீண்டும் ஜீனோ,சுஜாதா,விசா பப்ளிகேசன்,2002
879,மீண்டும் ஜீனோ ,சுஜாதா,,
880,மூன்று குற்றங்கள்,சுஜாதா ,விசா பப்ளிகேசன்,2006
881,மூன்று நாள் சொர்கம்,சுஜாதா,விசா பப்ளிகேசன்,2006
882,மேகத்தை துரத்தினவன் ,சுஜாதா,,
883,வஸந்த காலக் குற்றங்கள் ,சுஜாதா,விசா பப்ளிகேசன்,1998
884,வாய்மையே சிலசமயம் வெல்லும்,சுஜாதா,விசா பப்ளிகேசன்,2009
885,வானத்தில் ஒரு மௌனத்தாரகை ,சுஜாதா,விசா பப்ளிகேசன்,2008
886,விபரீத கோட்பாடு,சுஜாதா ,,
887,ஜன்னல் மலர்,சுஜாதா,,
888,ஜன்னல் மலர்,சுஜாதா ,விசா பப்ளிகேசன்,1997
889,ஜோதி,சுஜாதா ,கிழக்கு பதிப்பகம்,2010
890,ஸ்ரீரங்கத்துக் கதைகள்,சுஜாதா,உயிர்மை பதிப்பகம்,2003
891,செள்ளு,செல்வராஜ்,பாரதி பதிப்பகம்,2012
892,நான்கில் ஒன்று,சேனையின் மாதவன்,குமரன் பதிப்பகம்,1998
893,மரியாதையாக வீட்டுக்குப் போங்கள் மகாராஜாவே,சொக்கன்,கிழக்கு பதிப்பகம்,2006
894,கொரில்லா,சோபா சக்தி ,அடையாளம்,2002
895,அந்த உலகத்தில் இந்த மனிதர்கள் ,சோமு ,,
896,செய்திகளுக்கு அப்பால்,சோலை ,தணல் பதிப்பகம்,2005
897,"ஆடும், மாடும்",டி.கே.ஸ்ரீனிவாசன்,டி.கே.என்.சரஸ்வதி,1971
898,ஆலங்கட்டி மழை,டி.கே.ஸ்ரீனிவாசன்,,
899,செல்வத் திறவுகோல்,தம்மண்ண செட்டியார்,நர்மதா பதிப்பகம்,2003
900,"சன்மார்க்க யோகம், தியான முறைகள் ",தம்மண்ண செட்டியார்,நர்மதா பதிப்பகம்,2000
901,மனோவசியம் என்னும் மனோசக்தியின் இரகசியங்கள்,தம்மண்ண செட்டியார்,நர்மதா பதிப்பகம்,2001
902,பிச்சைக்காரர்கள்,தகழி சிவசங்கரப்பிள்ளை ,,
903,கரையோரப் பூவே,தஞ்சை செல்வன்,மணிமேகலை பதிப்பகம்,1995
904,காதல் + காமம் = கடவுள்,தம்மண்ண செட்டியார்,நர்மதா பதிப்பகம்,2005
905,கடலில் தெரிந்த கை,தமிழ்வாணன்,,
907,என்னுடன் பறந்து வா ,தமிழ்வாணன்,மணிமேகலை பதிப்பகம்,
908,கடலில் தெரிந்த கை,தமிழ்வாணன்,மணிமேகலை பதிப்பகம்,1984
909,கதவு திறந்தது கை தெரிந்தது ,தமிழ்வாணன்,மணிமேகலை பதிப்பகம்,1984
910,கவிழ்ந்த கப்பல் ,தமிழ்வாணன்,மணிமேகலை பதிப்பகம்,1984
911,சங்கர்லால் துப்பறியும் சங்கர்லால் ,தமிழ்வாணன்,மணிமேகலை பதிப்பகம்,1983
912,பிடி - 22,தமிழ்வாணன்,மணிமேகலை பதிப்பகம்,1983
913,மர்மத் தீவு ,தமிழ்வாணன்,,
914,மறைந்த நகரம்,தமிழ்வாணன்,,
915,மூடிக்கிடக்குதே உன் நெஞ்சம் ,தமிழ்வாணன்,மணிமேகலை பதிப்பகம்,1984
916,ஷாக் ,தமிழ்வாணன்,,
917,தோழர்,தனுஷ்கோடி ராமசாமி,பாரதி பதிப்பகம்,2005
918,விடியலை நோக்கி முடிவற்ற பயணம்,தா.ஜெ.பிரபு,மணி ஆப்செட்,2010
919,இடைவெளி,தாமரை மணாளன் ,வானதி பதிப்பகம்,1980
920,திரைக்கு பின்,தார்க் ஷியா,,
921,விண் மட்டும் தெய்வமன்று ,தி.சா.ராஜி,வானதி பதிப்பகம்,1983
922,இன்று முதல் ,தேவபாரதி,வெற்றி பதிப்பகம்,
923,தத்துவ தரிசனம் ,தேவபாரதி,,
924,சீனுப்பயல்,தேவன்,அல்லயன்ஸ்,2007
925,தலைவாழை,தேவாசிகமணி,அன்னம் பதிப்பகம்,1994
926,ஆசை - ஆசை - ஆசை,தேவிபாலா,கற்பகம் பதிப்பகம்,1994
927,இதயத்தை தொடலாமா,தேவிபாலா,நர்மதா பதிப்பகம்,1996
928,நாளைக்கும் நிலவு வரும்,தேவிபாலா,கங்கை புத்தகநிலையம்,1995
929,நிலவே முகம் காட்டு ,தேவிபாலா,நர்மதா பதிப்பகம்,1997
930,நிழல் விழும் நேரம் ,தேவிபாலா,கங்கை புத்தகநிலையம்,2001
931,நிஜமான நிழல்கள்,தேவிபாலா,கங்கை புத்தகநிலையம்,1995
932,முடிந்துவிட்ட ஆசை,தேவிபாலா,மணிமேகலை பதிப்பகம்,1995
933,கவிதை அரங்கேறும் நேரம்,தேவிபாலா பாலசுப்பிரமணிய,கங்கை புத்தகநிலையம்,2001
934,அன்புக்கு முதுமை இல்லை ,தோப்பில்.முகம்மதுமீரான்,பூங்கொடி பதிப்பகம்,1993
935,சாய்வு நாற்காலி ,தோப்பில்.முகம்மதுமீரான்,பூங்கொடி பதிப்பகம்,1998
936,அணிலாடும் முன்றில்,நா.முத்துக்குமார்,விகடன் பிரசுரம்,2011
937,முறிந்த பாலம்,நடராசன்,,
938,குறிஞ்சி மலர்,நா.பார்த்தசாரதி,திருமகள் நிலையம்,2009
939,சாயங்கால மேகங்கள் ,நா.பார்த்தசாரதி,பூம்புகார் பதிப்பகம்,2010
940,பொன்விலங்கு ,நா.பார்த்தசாரதி,,
941,நதியின் பிழயன்று நறும்புனல்  இன்மை ,நாஞ்சில் நாடன்,தமிழினி பதிப்பகம்,2009
942,இதயதாகம்,நாதன்,குமரன் பதிப்பகம்,2001
943,தரங்கிணி,நாரண துரைக்கண்ணன் ,,
944,நினைவுகள் அழிவதில்லை ,நிரஞ்சனா,சிந்தன் புக்ஸ்,2008
945,வட்டத்தின் வெளியே ..,நீல.பத்மநாபன்,நர்மதா பதிப்பகம்,1980
946,அன்புச்செல்வி,நெல்லைச்செல்வம்,செல்லப்பாப்பா பதிப்பகம்,2002
947,அது மட்டும் ரகசியம்,பட்டுக்கோட்டை பிரபாகரன்,,
948,புத்திமுனைக் குற்றம் புத்திமுனை வித்தை,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2002
949,அறியும் பருவம்,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2005
950,அன்புள்ள… இப்படிக்கு,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2005
951,ஆகாயத்தில் ஆரம்பம் ,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,1999
952,ஆகாயத்தில் ஆரம்பம் ,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,1999
953,ஆரம்பத்தில் அப்படித்தான் ,பட்டுக்கோட்டை பிரபாகரன்,,
954,இமைக்காத இரவு,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,1999
955,உயிர்வரை உன்னோடு ,பட்டுக்கோட்டை பிரபாகரன்,,
956,ஒரு வானம் பல பறவைகள் ,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2002
957,கனவுப் புதையல்,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2001
958,கனவுகள் ஆயிரம்,பட்டுக்கோட்டை பிரபாகரன்,தமிழன் நிலையம்,2004
959,கொஞ்சம் காதல் வேண்டும் ,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,1999
960,தொட்டால் தொடரும்,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2002
961,நான் உன்னை சுவாசிக்கிறேன்,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,1999
962,நிலவை முத்தமிட்டு ,பட்டுக்கோட்டை பிரபாகரன்,,
963,நீ மட்டும் நிழலோடு ,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2002
964,பாலங்கள் ,சிவசங்கரி,வானதி பதிப்பகம்,2000
965,புத்திமுனைக் குற்றம் புத்திமுனை வித்தை,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2002
966,பூ பூக்கும் ஓசை ,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2013
967,பென்சில் மீசை,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2005
968,மதில் மேல் மனசு ,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2001
969,மன்மதன் வந்தானடி,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2006
970,குற்றம் மேலும் குற்றம்,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2002
971,மௌனத்தால் பேசாதே ,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2001
972,வல்லமை தாராயோ?,பட்டுக்கோட்டை பிரபாகரன்,அலமு நிலையம்,1991
973,வில்லன் என்கிற கதாநாயகன்,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2002
974,வேட்டை,பட்டுக்கோட்டை பிரபாகரன்,,
975,ஜன்னல் கைதிகள்,பட்டுக்கோட்டை பிரபாகரன்,பூம்புகார் பதிப்பகம்,2005
976,கிராமியக் கதைகள்,கி.ராஜநாராயணன்,அகரம் பதிப்பகம்,2005
977,இரு புதினங்கள்,பண்ணன் ,பண்ணன் பதிப்பகம்,1999
978,செம்பவளம் ,பண்ணன் ,பண்ணன் பதிப்பகம்,1999
979,நாற்றங்கால் ,பண்ணன் ,பண்ணன் பதிப்பகம்,1999
980,பிராமணன் இங்கே!,பண்ணன்,பண்ணன் பதிப்பகம்,1998
981,ப்ளஸ் - 1,ப்ரியா கல்யாணராமன்,குமுதம் பதிப்பகம்,2008
982,காலம் கிழித்த கோடுகள்,பழ.கருப்பையா ,கற்பகம் பதிப்பகம்,2004
983,புயலிலே ஒரு தோணி,ப.சிங்காரம்,தமிழினி பதிப்பகம்,2005
984,வெள்ளி மலை,பா.ராகவன்,ராணிமுத்து தொகுப்பு,
985,டாலர் தேசம்,பா.ராகவன்,கிழக்கு பதிப்பகம்,2004
986,கால் கிலோ காதல் அரை கிலோ கனவு,பா.ராகவன்,மதி நிலையம்,2014
987,சௌபர்னிகா,பா.விஜய்,குமரன் பதிப்பகம்,2012
988,அப்புசாமி படம் எடுக்கிறார் ,பாக்கியம்.ராமசாமி ,பூம்புகார் பதிப்பகம்,2002
989,புத்தர் சிரித்தார் ,பாமரன்,செம்புலம் பதிப்பகம்,2003
990,கருக்கு,பாமா,பாரதி பதிப்பகம்,2009
991,ஓலைச் சுவடி,பாலகிருஷ்ணன்,,
992,அப்பம் வடை தயிர்சாதம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2001
993,ஆசை என்னும் வேதம் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2000
994,ஆருயிரே மன்னவரே…,பாலகுமாரன்,,
995,ஆருயிரே மன்னவரே…,பாலகுமாரன்,நர்மதா பதிப்பகம்,1990
996,ஆலமரம் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
997,ஆனந்த வயல் ,பாலகுமாரன்,,
998,இதுதான் வயசு காதலிக்க,பாலகுமாரன்,விசா பப்ளிகேசன்,2003
999,இரண்டாவது சூரியன்,பாலகுமாரன்,,
1000,இனிது இனிது காதல் இனிது - 1,பாலகுமாரன்,விசா பப்ளிகேசன்,2002
1001,இனிது இனிது காதல் இனிது - 2,பாலகுமாரன்,,
1002,இனிய யட்சிணி,பாலகுமாரன்,விசா பப்ளிகேசன்,2000
1003,உயிர்ச் சுருள்,பாலகுமாரன்,விசா பப்ளிகேசன்,2008
1004,எட்ட நின்று சுட்ட நிலா ,பாலகுமாரன்,விசா பப்ளிகேசன்,2012
1005,என் அன்பு காதலா,பாலகுமாரன்,விசா பப்ளிகேசன்,2001
1006,என்மனது தாமரைப்பூ,பாலகுமாரன்,விசா பப்ளிகேசன்,1994
1007,என்னுயிரும் நீயல்லவோ,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1008,என்னுயிரும் நீயல்லவோ ,பாலகுமாரன்,விசா பப்ளிகேசன்,1997
1009,என்னைச் சுற்றி சில நடனங்கள்,பாலகுமாரன்,,
1010,ஏழாவது காதல் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2002
1011,எழில் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2006
1012,ஒரு காதல் நிவந்தம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1013,கடற்பாலம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2000
1014,கடலோரக் குருவிகள்,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1015,கண்ணாடி கோபுரங்கள்,பாலகுமாரன்,விசா பப்ளிகேசன்,2003
1016,கண்ணால் கண்ட காதல் கதைகள்,பாலகுமாரன்,விசா பப்ளிகேசன்,2007
1017,கண்ணே கலைமானே,பாலகுமாரன்,விசா பப்ளிகேசன்,1997
1018,கண்ணே கலைமானே,பாலகுமாரன்,விசா பப்ளிகேசன்,2006
1019,கர்ணனின் கதை,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1020,கருணை மழை,பாலகுமாரன்,விசா பப்ளிகேசன்,2006
1021,கரையோர முதலைகள் ,பாலகுமாரன்,விசா பப்ளிகேசன்,1997
1022,கல்லூரி பூக்கள் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2004
1023,கற்றுக்கொண்டால் குற்றமில்லை ,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1024,கனவு கண்டேன் தோழி ,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1025,கனவுக் குடித்தனம் ,பாலகுமாரன்,விசா பப்ளிகேசன்,1998
1026,கனவுகள் விற்பவன்,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
1027,காசும் பிறப்பும்,பாலகுமாரன்,விசா பப்ளிகேசன்,2004
1028,காதல் சிறகு,பாலகுமாரன்,விசா பப்ளிகேசன்,2003
1029,காதல் சொல்லவந்தேன் ,பாலகுமாரன்,,
1030,காமதேனு,பாலகுமாரன்,விசா பப்ளிகேசன்,2004
1031,கிருஷ்ண மந்திரம் ,பாலகுமாரன்,திருமகள் நிலையம்,2011
1032,குரு,பாலகுமாரன்,திருமகள் நிலையம்,2007
1033,குருவழி,பாலகுமாரன்,,
1034,குன்றிமணி,பாலகுமாரன்,விசா பப்ளிகேசன்,2004
1035,சக்ரவாஹம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2014
1036,சரிகை வேட்டி,பாலகுமாரன்,விசா பப்ளிகேசன்,1997
1037,சிம்மாசனம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
1038,சுந்தரி கண்ணால் ஒரு சேத்தி,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1039,சுவர்க்கம் நடுவிலே,பாலகுமாரன்,,
1040,செந்தூர சொந்தம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
1041,செப்பு பட்டயம் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2003
1042,சொர்க்கம் நடுவிலே ,பாலகுமாரன்,விசா பப்ளிகேசன்,2010
1043,சொர்க்கம் நடுவிலே ,பாலகுமாரன்,,
1044,தங்க சுருள் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2004
1045,தலையணை பூக்கள்,பாலகுமாரன்,விசா பப்ளிகேசன்,2012
1046,திருமணமான என் தோழிக்கு,பாலகுமாரன்,விசா பப்ளிகேசன்,2002
1047,தொப்புள் கொடி,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1048,தோழன்,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
1049,நானே எனக்கொரு போதிமரம்,பாலகுமாரன்,விசா பப்ளிகேசன்,1993
1050,நிழல் யுத்தம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
1051,நெல்லுச்சோறு,பாலகுமாரன்,விசா பப்ளிகேசன்,2010
1052,நெளி மோதிரம்,பாலகுமாரன்,,
1053,பச்சை வயல் மனது,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1054,பவழ மல்லி ,பாலகுமாரன்,விசா பப்ளிகேசன்,2010
1055,பழமுதிர் குன்றம் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2008
1056,பிரஹலாதன் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2013
1057,புருஷ வதம் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1058,பொய் மான் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
1059,மண்ணில் தெரியுதுவானம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1060,மணல் நதி,பாலகுமாரன்,விசா பப்ளிகேசன்,2013
1061,மணல் நதி ,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
1062,மனக்கோயில் ,பாலகுமாரன்,விசா பப்ளிகேசன்,2012
1063,மனம் உருகுதே ,பாலகுமாரன்,,
1064,மனையாள் சுகம்,பாலகுமாரன்,,
1065,மீட்டாத வீணை,பாலகுமாரன்,திருமகள் நிலையம்,2009
1066,மௌனமே காதலாக ,பாலகுமாரன்,விசா பப்ளிகேசன்,2000
1067,மௌனமே காதலாய்,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
1068,மௌனமே காதலை,பாலகுமாரன்,,
1069,ரகசிய சிநேகிதியே ,பாலகுமாரன்,விசா பப்ளிகேசன்,2001
1070,வன்னிமரத்தாலி,பாலகுமாரன்,விசா பப்ளிகேசன்,2009
1071,வில்வமரம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2011
1072,வெள்ளைத்தாமரை,பாலகுமாரன்,விசா பப்ளிகேசன்,2008
1073,வேட்டை,பாலகுமாரன்,,
1074,சிநேகமுள்ள சிங்கம்,பாலகுமாரன்,விசா பப்ளிகேசன்,2012
1075,ஸ்ரீகிருஷ்ணாவதாரம் 1,பாலகுமாரன்,,
1076,வில்லாதி வில்லன் ,பாலாஜெயராமன் ,கிழக்கு பதிப்பகம்,2011
1077,தோல்,டி.செல்வராஜ்,நியுசெஞ்சுரி புக் ஹவுஸ்,2012
1078,மது மோகினி,பி.டி.சாமி,விஜயா பிரசுரம்,1973
1079,ரத்த சுவடு,பி.டி.சாமி,பிரேமா பிரசுரம்,1982
1080,குளிருக்கும் வெப்பமுண்டு,பி.வி.ஆர்,மாலைமதி தொகுப்பு,1982
1081,கோடு தாண்டாத குளங்கள் ,பிரதிபா ராஜகோபாலன் ,கலைஞன் பதிப்பகம்,1982
1082,ஜாக்கிரதை வயது - 16,பிரியா கல்யாணராமன் ,குமுதம் பதிப்பகம்,2004
1083,தேனிலவிற்கு வந்தவர்கள்,பீஷ்மன்,சூடாமணி பிரசுரம்,1994
1084,புதுமை பித்தன் நமஸ்காரம் ,புதுமை பித்தன் ,,
1085,தனி வீடு,புலவர்.நாகசண்முகம் ,அம்பாள் பதிப்பகம்,1891
1086,ஜென் கதைகள்,கவிஞர்.புவியரசு ,கண்ணதாசன் பதிப்பகம்,2010
1087,மீண்டும் ஜென் கதைகள்,கவிஞர்.புவியரசு ,கண்ணதாசன் பதிப்பகம்,2010
1088,புதிய மனிதன் பிராங்கன் ஸ்டீன்,புவியரசு,பார்வதி கண்ணதாசன் பதிப்பகம்,1998
1089,அமைதியில்லா என் மனமே,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2006
1090,என் பெயர் கமலா,புஷ்பா தங்கதுரை,,
1091,ஒரு ஊதாப்பூ கண்சிமிட்டுகிறது,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2002
1092,கடலுக்குள் ஜூலி,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2002
1093,காணாமல் போன விமானம் ,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2000
1094,காதல் அல்ல காதலி ,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2006
1095,காதல் ஒரு கனவு ,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2006
1096,சரிதா + சரிதா ,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,2006
1097,சிகப்பு ரோஜா கதைகள்,புஷ்பா தங்கதுரை,பூம்புகார் பதிப்பகம்,1999
1098,தாரா தாரா தாரா ,புஷ்பா தங்கதுரை,,
1099,காணி நிலம் வேண்டும் ,பூவை.எஸ்.ஆறுமுகம்,வானதி பதிப்பகம்,1978
1100,பரபரப்பூட்டிய  பாலியல் படங்கள் ,பெரு துளசி பழனிவேல்,சாருபிரபா பதிப்பகம்,2007
1101,திருக்குறள் மெய்ப்பொருளுரை - 1,பெருஞ்சித்திரனார்,தேன்மொழி பதிப்பகம்,2006
1102,மறுபக்கம்,பொன்நீலன் ,நியுசெஞ்சுரி புக் ஹவுஸ்,2010
1103,தேவதைகளின் தீட்டுத்துணி,போ.கண்ணன்,வடலி பதிப்பகம்,2010
1104,தீர்ப்பு,மஞ்சை வசந்தன்,விஜயா பிரசுரம்,2011
1105,காதல் வாழ்க ,மதன்,விகடன் பிரசுரம்,2012
1106,ஹாய் மதன் - 4,மதன் ,,
1107,ஹாய் மதன் - 5,மதன்,விகடன் பிரசுரம்,2009
1108,ஹாய் மதன் - 6,மதன்,விகடன் பிரசுரம்,209
1109,நள்ளிரவில் சுதந்திரம்,வி.என்.ராகவன் ,அலைகள் வெளியீட்டகம்,2010
1110,அவர்கள் கிடக்கிறார்கள் ,ஜோதிர்லதா கிரிஜா,கலைஞன் பதிப்பகம்,1980
1111,யூ.ஆர்.அப்பாயிண்டட்,மாஃபா பாண்டியராஜன் ,விகடன் பிரசுரம்,2005
1112,தாய் ,மார்சிம் கார்க்கி ,நியுசெஞ்சுரி புக் ஹவுஸ்,2006
1113,மறக்கவே நினைக்கிறேன் ,மாரிசெல்வன்,,
1114,கயமை,மு.வரதராசனார்,பாரி நிலையம்,2006
1115,கரித்துண்டு,மு.வரதராசனார்,பாரி நிலையம்,1983
1116,வெளிச்சத்தின் நிறம் கருப்பு,முகில்,,
1117,வால்காவிலிருந்து முதல் கங்கை வரை,கண.முத்தையா ,தமிழ்ப் புத்தகாலயம்,1997
1118,கொலஸ்ட்ரால் குறைப்பது எப்படி,முத்து.செல்வக்குமார்,நலம் பதிப்பகம்,2008
1119,மதிப்பற்ற மைனர்,மூவலூர் ராமாமிர்தம்மாள்,,
1120,குமாரி அபாயம் ,மேதாவி,பிரேமா பிரசுரம்,1980
1121,ஐந்து சிங்கமுகத் தாலி,மேதாவி,பிரேமா பிரசுரம்,1982
1122,துப்பறியும் ராஜு,மேதாவி,பிரேமா பிரசுரம்,1979
1123,தாய் நாடு திரும்பிய பூச்சாண்டிகள்,மேதாவி,பிரேமா பிரசுரம்,1980
1124,மணப்பூ,மேலாண்மை பொன்னுசாமி,கங்கை புத்தகநிலையம்,2007
1125,ஊர் மண்,மேலாண்மை பொன்னுசாமி,கங்கை புத்தகநிலையம்,2002
1126,மின்சாரப் பூ ,மேலாண்மை பொன்னுசாமி,கங்கை புத்தகநிலையம்,2004
1127,மானாவாரிப்பூ,மேலாண்மை.பொன்னுசாமி,வைகை வெளியீடு,2001
1128,மின்னுவதெல்லாம் பெண் ,என்.சி.மோகன்தாஸ்,மணிமேகலை பதிப்பகம்,1995
1129,கனல் மணக்கும் பூக்கள் ,ரங்கநாயகி,கலைஞன் பதிப்பகம்,1980
1130,நிலா காயும் நேரம்,ரமணிசந்திரன்,அருணோதயம் பதிப்பகம்,2005
1131,உன் முகம் கண்டேனடி,ரமணிசந்திரன்,அருணோதயம் பதிப்பகம்,2005
1132,பழைய வானத்தின் கீழே,சி.ஆர்.ரவீந்திரன்,கலைஞன் பதிப்பகம்,1980
1133,இது சத்தியம்,ரா.கி.ரங்கராஜன்,கங்கை புத்தகநிலையம்,1995
1134,ஒரு தற்கொலை நடக்கப்போகிறது ,ரா.கி.ரங்கராஜன்,மாலைமதி தொகுப்பு,1977
1135,காதல் மேல் ஆணை,ரா.கி.ரங்கராஜன்,கங்கை புத்தகநிலையம்,1995
1136,பட்டாம் பூச்சி ,ரா.கி.ரங்கராஜன்,,
1137,மேடம் ,ரா.கி.ரங்கராஜன்,கங்கை புத்தகநிலையம்,2001
1138,லாரா,ரா.கி.ரங்கராஜன்,கங்கை புத்தகநிலையம்,2000
1139,ஹாஸ்யக் கதைகள்,ரா.கி.ரங்கராஜன்,அல்லயன்ஸ்,2007
1140,நம்பிக்கைகள் ,ரா.சு.நல்லபெருமாள்,கலைமகள் காரியாலயம்,1981
1141,சிந்து முதல் கங்கை வரை ,ராகுலசாங்கிருத்தியாயன்,நியுசெஞ்சுரி புக் ஹவுஸ்,2009
1142,வால்காவிலிருந்து கங்கை வரை,,,
1143,வேருக்கு நீர் ,ராஜம் கிருஷ்ணன்,நாம் தமிழர் பதிப்பகம்,2010
1144,கரிப்பு மணிகள்,ராஜம் கிருஷ்ணன் ,பாரி புத்தக பண்ணை,1982
1145,கமலம்மாள் சரித்திரம்,ராஜமைய்யார் ,ராம்நாத் பப்ளிகேசன்,1957
1146,வட்டியும் முதலும் ,ராஜுமுருகன்,விகடன் பிரசுரம்,2012
1147,ஒரு நள்ளிரவின் மறுபக்கம்,ராஜேந்திரகுமார்,அபிராமி பதிப்பகம்,1979
1148,கொலை அவள் சொன்னாள்,ராஜேந்திரகுமார்,அன்பு இல்லம்,1986
1149,அந்தரங்கம் அலறுகிறது ,ராஜேந்திரகுமார்,அறிவு நிலையம்,1993
1150,19  வயது சொர்க்கம் ,ராஜேஷ் குமார்,பூம்புகார் பதிப்பகம்,1999
1151,அகல்யா,ராஜேஷ் குமார்,,
1152,அஞ்சாதே அஞ்சு ,ராஜேஷ் குமார்,பூம்புகார் பதிப்பகம்,2008
1153,அபாயம் தொடு,ராஜேஷ் குமார்,அருணோதயம் பதிப்பகம்,1997
1154,அமிர்தம் என்றால் விஷம்,ராஜேஷ் குமார்,பூம்புகார் பதிப்பகம்,2004
1155,அவென்யூ மரங்கள்,ராஜேஷ் குமார்,அருண் பதிப்பகம்,2007
1156,இரவு நேரத்தில் வானவில்,ராஜேஷ் குமார்,,
1157,இரும்புப் பட்டாம்பூச்சி  ,ராஜேஷ் குமார்,,
